text,features,materials,style
"It is primarily built using plaster and stone. This structure exemplifies the Byzantine architectural style. The building showcases minarets and stained glass. With its use of plaster, stone and distinctive minarets, the design stands out.",minarets;stained glass,plaster;stone,Byzantine
"With its use of tile, brick, marble and distinctive stained glass, the design stands out. It is primarily built using tile, brick and marble. This structure exemplifies the Renaissance architectural style. The building showcases stained glass and buttresses.",stained glass;buttresses,tile;brick;marble,Renaissance
"The building showcases roofs, stained glass and vaults. It is primarily built using plaster and marble.",roofs;stained glass;vaults,plaster;marble,Modernist
"This structure exemplifies the Islamic architectural style. It is primarily built using mosaic and wood. With its use of mosaic, wood and distinctive buttresses, the design stands out. The building showcases buttresses, vaults and domes.",buttresses;vaults;domes,mosaic;wood,Islamic
"With its use of tile, marble, glass and distinctive buttresses, the design stands out. The building showcases buttresses, towers and balconies. This structure exemplifies the Renaissance architectural style.",buttresses;towers;balconies,tile;marble;glass,Renaissance
"With its use of brick, concrete, mosaic and distinctive domes, the design stands out. It is primarily built using brick, concrete and mosaic. This structure exemplifies the Byzantine architectural style. The building showcases domes, towers, balconies and roofs.",domes;towers;balconies;roofs,brick;concrete;mosaic,Byzantine
"With its use of tile, wood and distinctive vaults, the design stands out. The building showcases vaults, towers and domes.",vaults;towers;domes,tile;wood,Neoclassical
"With its use of concrete, plaster and distinctive buttresses, the design stands out. The building showcases buttresses, minarets and stained glass. This structure exemplifies the Romanesque architectural style. It is primarily built using concrete and plaster.",buttresses;minarets;stained glass,concrete;plaster,Romanesque
"The building showcases minarets, balconies, columns and arches. This structure exemplifies the Baroque architectural style. It is primarily built using stone and mosaic. With its use of stone, mosaic and distinctive minarets, the design stands out.",minarets;balconies;columns;arches,stone;mosaic,Baroque
"With its use of concrete, tile and distinctive balconies, the design stands out. It is primarily built using concrete and tile.",balconies;columns,concrete;tile,Gothic
"This structure exemplifies the Byzantine architectural style. With its use of mosaic, marble, brick and distinctive balconies, the design stands out. It is primarily built using mosaic, marble and brick.",balconies;domes;columns;stained glass,mosaic;marble;brick,Byzantine
"It is primarily built using concrete, marble and wood. This structure exemplifies the Renaissance architectural style. With its use of concrete, marble, wood and distinctive columns, the design stands out.",columns;balconies,concrete;marble;wood,Renaissance
"This structure exemplifies the Byzantine architectural style. The building showcases buttresses, domes and minarets.",buttresses;domes;minarets,plaster;marble,Byzantine
"With its use of brick, tile and distinctive arches, the design stands out. It is primarily built using brick and tile.",arches;buttresses;roofs;domes,brick;tile,Islamic
"It is primarily built using wood, brick and concrete. With its use of wood, brick, concrete and distinctive minarets, the design stands out. The building showcases minarets and vaults.",minarets;vaults,wood;brick;concrete,Baroque
It is primarily built using glass and plaster. This structure exemplifies the Medieval architectural style.,arches;towers,glass;plaster,Medieval
"The building showcases domes and vaults. With its use of wood, brick and distinctive domes, the design stands out. This structure exemplifies the Romanesque architectural style.",domes;vaults,wood;brick,Romanesque
"It is primarily built using tile, brick and concrete. The building showcases balconies and arches. This structure exemplifies the Modernist architectural style. With its use of tile, brick, concrete and distinctive balconies, the design stands out.",balconies;arches,tile;brick;concrete,Modernist
"With its use of plaster, glass and distinctive buttresses, the design stands out. It is primarily built using plaster and glass.",buttresses;balconies;columns;vaults,plaster;glass,Gothic
"The building showcases arches and vaults. It is primarily built using plaster, glass and mosaic. With its use of plaster, glass, mosaic and distinctive arches, the design stands out. This structure exemplifies the Baroque architectural style.",arches;vaults,plaster;glass;mosaic,Baroque
"It is primarily built using wood, plaster and tile. The building showcases minarets, buttresses, roofs and columns. With its use of wood, plaster, tile and distinctive minarets, the design stands out. This structure exemplifies the Byzantine architectural style.",minarets;buttresses;roofs;columns,wood;plaster;tile,Byzantine
"This structure exemplifies the Modernist architectural style. With its use of tile, brick and distinctive vaults, the design stands out. It is primarily built using tile and brick.",vaults;balconies,tile;brick,Modernist
"It is primarily built using plaster and glass. With its use of plaster, glass and distinctive roofs, the design stands out. This structure exemplifies the Gothic architectural style. The building showcases roofs, vaults, stained glass and towers.",roofs;vaults;stained glass;towers,plaster;glass,Gothic
It is primarily built using wood and concrete. This structure exemplifies the Medieval architectural style.,towers;balconies;columns;vaults,wood;concrete,Medieval
"It is primarily built using mosaic and brick. With its use of mosaic, brick and distinctive domes, the design stands out. The building showcases domes and columns.",domes;columns,mosaic;brick,Medieval
"It is primarily built using mosaic and brick. This structure exemplifies the Romanesque architectural style. With its use of mosaic, brick and distinctive vaults, the design stands out. The building showcases vaults, stained glass and minarets.",vaults;stained glass;minarets,mosaic;brick,Romanesque
"The building showcases minarets, domes, towers and buttresses. It is primarily built using plaster and stone. With its use of plaster, stone and distinctive minarets, the design stands out.",minarets;domes;towers;buttresses,plaster;stone,Medieval
"It is primarily built using glass and stone. With its use of glass, stone and distinctive minarets, the design stands out.",minarets;buttresses;domes;balconies,glass;stone,Islamic
"This structure exemplifies the Byzantine architectural style. With its use of brick, plaster and distinctive balconies, the design stands out. The building showcases balconies, domes and arches. It is primarily built using brick and plaster.",balconies;domes;arches,brick;plaster,Byzantine
"The building showcases domes and stained glass. With its use of stone, brick and distinctive domes, the design stands out. This structure exemplifies the Medieval architectural style. It is primarily built using stone and brick.",domes;stained glass,stone;brick,Medieval
"The building showcases vaults, buttresses, balconies and domes. It is primarily built using marble and stone.",vaults;buttresses;balconies;domes,marble;stone,Islamic
"It is primarily built using plaster, tile and marble. This structure exemplifies the Islamic architectural style. The building showcases columns and stained glass. With its use of plaster, tile, marble and distinctive columns, the design stands out.",columns;stained glass,plaster;tile;marble,Islamic
"This structure exemplifies the Romanesque architectural style. The building showcases towers, vaults, buttresses and balconies. It is primarily built using tile, brick and marble.",towers;vaults;buttresses;balconies,tile;brick;marble,Romanesque
"It is primarily built using stone, wood and plaster. With its use of stone, wood, plaster and distinctive minarets, the design stands out. The building showcases minarets and towers.",minarets;towers,stone;wood;plaster,Baroque
"This structure exemplifies the Islamic architectural style. The building showcases arches, vaults and domes. It is primarily built using plaster, tile and stone. With its use of plaster, tile, stone and distinctive arches, the design stands out.",arches;vaults;domes,plaster;tile;stone,Islamic
"With its use of tile, marble and distinctive balconies, the design stands out. It is primarily built using tile and marble. The building showcases balconies and towers.",balconies;towers,tile;marble,Medieval
"The building showcases arches and domes. It is primarily built using mosaic, tile and marble. This structure exemplifies the Medieval architectural style. With its use of mosaic, tile, marble and distinctive arches, the design stands out.",arches;domes,mosaic;tile;marble,Medieval
"With its use of glass, stone, mosaic and distinctive minarets, the design stands out. This structure exemplifies the Renaissance architectural style. It is primarily built using glass, stone and mosaic.",minarets;buttresses;arches;stained glass,glass;stone;mosaic,Renaissance
"It is primarily built using glass and concrete. This structure exemplifies the Romanesque architectural style. The building showcases vaults, buttresses, roofs and balconies. With its use of glass, concrete and distinctive vaults, the design stands out.",vaults;buttresses;roofs;balconies,glass;concrete,Romanesque
The building showcases arches and columns. This structure exemplifies the Neoclassical architectural style.,arches;columns,mosaic;concrete;plaster,Neoclassical
"With its use of marble, concrete, stone and distinctive minarets, the design stands out. The building showcases minarets and columns. It is primarily built using marble, concrete and stone.",minarets;columns,marble;concrete;stone,Islamic
"This structure exemplifies the Islamic architectural style. The building showcases balconies and arches. With its use of stone, tile, concrete and distinctive balconies, the design stands out. It is primarily built using stone, tile and concrete.",balconies;arches,stone;tile;concrete,Islamic
"This structure exemplifies the Medieval architectural style. With its use of tile, plaster and distinctive domes, the design stands out. It is primarily built using tile and plaster. The building showcases domes, columns and arches.",domes;columns;arches,tile;plaster,Medieval
"It is primarily built using stone, wood and brick. The building showcases buttresses, minarets, columns and roofs. This structure exemplifies the Byzantine architectural style.",buttresses;minarets;columns;roofs,stone;wood;brick,Byzantine
"This structure exemplifies the Medieval architectural style. The building showcases vaults, towers, arches and roofs. It is primarily built using wood, mosaic and tile. With its use of wood, mosaic, tile and distinctive vaults, the design stands out.",vaults;towers;arches;roofs,wood;mosaic;tile,Medieval
"With its use of glass, concrete, stone and distinctive towers, the design stands out. The building showcases towers and buttresses.",towers;buttresses,glass;concrete;stone,Romanesque
"With its use of tile, mosaic and distinctive minarets, the design stands out. This structure exemplifies the Byzantine architectural style. The building showcases minarets, vaults, roofs and domes.",minarets;vaults;roofs;domes,tile;mosaic,Byzantine
"The building showcases roofs and towers. With its use of glass, tile, marble and distinctive roofs, the design stands out.",roofs;towers,glass;tile;marble,Romanesque
"The building showcases balconies, roofs and minarets. With its use of plaster, mosaic and distinctive balconies, the design stands out. It is primarily built using plaster and mosaic.",balconies;roofs;minarets,plaster;mosaic,Byzantine
"It is primarily built using glass and plaster. With its use of glass, plaster and distinctive balconies, the design stands out.",balconies;roofs;stained glass,glass;plaster,Modernist
"With its use of plaster, mosaic, marble and distinctive buttresses, the design stands out. The building showcases buttresses, vaults and columns. This structure exemplifies the Baroque architectural style.",buttresses;vaults;columns,plaster;mosaic;marble,Baroque
"With its use of brick, tile, mosaic and distinctive vaults, the design stands out. It is primarily built using brick, tile and mosaic. This structure exemplifies the Byzantine architectural style. The building showcases vaults, minarets, buttresses and roofs.",vaults;minarets;buttresses;roofs,brick;tile;mosaic,Byzantine
"With its use of tile, concrete and distinctive vaults, the design stands out. This structure exemplifies the Gothic architectural style. The building showcases vaults, domes and columns. It is primarily built using tile and concrete.",vaults;domes;columns,tile;concrete,Gothic
"This structure exemplifies the Romanesque architectural style. The building showcases towers, buttresses and vaults.",towers;buttresses;vaults,glass;marble,Romanesque
"The building showcases arches, vaults and buttresses. It is primarily built using tile, brick and stone. With its use of tile, brick, stone and distinctive arches, the design stands out. This structure exemplifies the Medieval architectural style.",arches;vaults;buttresses,tile;brick;stone,Medieval
"This structure exemplifies the Gothic architectural style. With its use of marble, wood, stone and distinctive vaults, the design stands out. The building showcases vaults, domes, minarets and arches.",vaults;domes;minarets;arches,marble;wood;stone,Gothic
"The building showcases arches, domes and balconies. With its use of stone, marble and distinctive arches, the design stands out. This structure exemplifies the Neoclassical architectural style.",arches;domes;balconies,stone;marble,Neoclassical
"It is primarily built using tile, mosaic and stone. With its use of tile, mosaic, stone and distinctive arches, the design stands out. The building showcases arches, roofs, columns and vaults.",arches;roofs;columns;vaults,tile;mosaic;stone,Islamic
"The building showcases domes, roofs, stained glass and buttresses. With its use of mosaic, concrete and distinctive domes, the design stands out. It is primarily built using mosaic and concrete. This structure exemplifies the Byzantine architectural style.",domes;roofs;stained glass;buttresses,mosaic;concrete,Byzantine
"It is primarily built using mosaic, glass and brick. The building showcases columns, vaults and towers. This structure exemplifies the Medieval architectural style.",columns;vaults;towers,mosaic;glass;brick,Medieval
"The building showcases roofs, domes and buttresses. With its use of mosaic, wood and distinctive roofs, the design stands out. This structure exemplifies the Neoclassical architectural style.",roofs;domes;buttresses,mosaic;wood,Neoclassical
"This structure exemplifies the Gothic architectural style. The building showcases stained glass, roofs and domes. With its use of concrete, glass, tile and distinctive stained glass, the design stands out.",stained glass;roofs;domes,concrete;glass;tile,Gothic
"It is primarily built using wood, tile and plaster. The building showcases domes and stained glass. This structure exemplifies the Medieval architectural style. With its use of wood, tile, plaster and distinctive domes, the design stands out.",domes;stained glass,wood;tile;plaster,Medieval
"The building showcases stained glass, balconies, columns and domes. This structure exemplifies the Romanesque architectural style. It is primarily built using mosaic, stone and wood. With its use of mosaic, stone, wood and distinctive stained glass, the design stands out.",stained glass;balconies;columns;domes,mosaic;stone;wood,Romanesque
"This structure exemplifies the Baroque architectural style. It is primarily built using brick, plaster and tile. The building showcases arches, vaults and columns. With its use of brick, plaster, tile and distinctive arches, the design stands out.",arches;vaults;columns,brick;plaster;tile,Baroque
The building showcases towers and buttresses. It is primarily built using wood and tile.,towers;buttresses,wood;tile,Baroque
"It is primarily built using brick and plaster. The building showcases buttresses, domes and stained glass.",buttresses;domes;stained glass,brick;plaster,Baroque
"This structure exemplifies the Gothic architectural style. With its use of plaster, marble and distinctive stained glass, the design stands out.",stained glass;roofs;towers;domes,plaster;marble,Gothic
"This structure exemplifies the Modernist architectural style. With its use of marble, concrete and distinctive vaults, the design stands out. The building showcases vaults, domes and balconies. It is primarily built using marble and concrete.",vaults;domes;balconies,marble;concrete,Modernist
"This structure exemplifies the Romanesque architectural style. With its use of stone, tile and distinctive buttresses, the design stands out. It is primarily built using stone and tile. The building showcases buttresses, vaults and stained glass.",buttresses;vaults;stained glass,stone;tile,Romanesque
"It is primarily built using stone and brick. This structure exemplifies the Byzantine architectural style. The building showcases domes, towers, buttresses and columns.",domes;towers;buttresses;columns,stone;brick,Byzantine
"It is primarily built using concrete and wood. With its use of concrete, wood and distinctive roofs, the design stands out.",roofs;vaults;domes,concrete;wood,Byzantine
"With its use of concrete, mosaic, plaster and distinctive minarets, the design stands out. This structure exemplifies the Medieval architectural style. The building showcases minarets and buttresses.",minarets;buttresses,concrete;mosaic;plaster,Medieval
"With its use of brick, tile and distinctive towers, the design stands out. This structure exemplifies the Byzantine architectural style. The building showcases towers and roofs. It is primarily built using brick and tile.",towers;roofs,brick;tile,Byzantine
"With its use of mosaic, concrete and distinctive towers, the design stands out. The building showcases towers, buttresses and roofs.",towers;buttresses;roofs,mosaic;concrete,Modernist
It is primarily built using mosaic and glass. The building showcases buttresses and arches.,buttresses;arches,mosaic;glass,Byzantine
"It is primarily built using plaster, marble and wood. The building showcases buttresses and roofs. With its use of plaster, marble, wood and distinctive buttresses, the design stands out. This structure exemplifies the Baroque architectural style.",buttresses;roofs,plaster;marble;wood,Baroque
"The building showcases balconies, domes, arches and minarets. With its use of tile, mosaic and distinctive balconies, the design stands out.",balconies;domes;arches;minarets,tile;mosaic,Byzantine
"It is primarily built using plaster and tile. With its use of plaster, tile and distinctive balconies, the design stands out. This structure exemplifies the Baroque architectural style. The building showcases balconies, arches, towers and domes.",balconies;arches;towers;domes,plaster;tile,Baroque
"This structure exemplifies the Medieval architectural style. It is primarily built using stone and brick. The building showcases vaults, balconies and stained glass.",vaults;balconies;stained glass,stone;brick,Medieval
"The building showcases minarets, stained glass and roofs. This structure exemplifies the Medieval architectural style. It is primarily built using plaster, wood and marble. With its use of plaster, wood, marble and distinctive minarets, the design stands out.",minarets;stained glass;roofs,plaster;wood;marble,Medieval
"It is primarily built using tile and concrete. With its use of tile, concrete and distinctive balconies, the design stands out. This structure exemplifies the Renaissance architectural style. The building showcases balconies, arches and buttresses.",balconies;arches;buttresses,tile;concrete,Renaissance
It is primarily built using brick and marble. The building showcases stained glass and buttresses.,stained glass;buttresses,brick;marble,Renaissance
"With its use of tile, mosaic and distinctive buttresses, the design stands out. The building showcases buttresses, arches, vaults and towers. It is primarily built using tile and mosaic.",buttresses;arches;vaults;towers,tile;mosaic,Renaissance
"With its use of brick, wood, mosaic and distinctive columns, the design stands out. This structure exemplifies the Islamic architectural style. It is primarily built using brick, wood and mosaic.",columns;balconies,brick;wood;mosaic,Islamic
"It is primarily built using tile and plaster. The building showcases domes, vaults, columns and stained glass.",domes;vaults;columns;stained glass,tile;plaster,Romanesque
"The building showcases buttresses, towers, domes and columns. With its use of glass, plaster, tile and distinctive buttresses, the design stands out. This structure exemplifies the Medieval architectural style.",buttresses;towers;domes;columns,glass;plaster;tile,Medieval
"With its use of mosaic, marble and distinctive balconies, the design stands out. It is primarily built using mosaic and marble. This structure exemplifies the Islamic architectural style. The building showcases balconies, vaults and buttresses.",balconies;vaults;buttresses,mosaic;marble,Islamic
"This structure exemplifies the Romanesque architectural style. The building showcases minarets, balconies, stained glass and columns.",minarets;balconies;stained glass;columns,wood;tile,Romanesque
"The building showcases stained glass and domes. It is primarily built using glass, stone and mosaic.",stained glass;domes,glass;stone;mosaic,Modernist
"The building showcases columns and buttresses. It is primarily built using wood, tile and marble. With its use of wood, tile, marble and distinctive columns, the design stands out. This structure exemplifies the Gothic architectural style.",columns;buttresses,wood;tile;marble,Gothic
"With its use of wood, mosaic, stone and distinctive vaults, the design stands out. It is primarily built using wood, mosaic and stone.",vaults;minarets,wood;mosaic;stone,Byzantine
"It is primarily built using glass, marble and wood. This structure exemplifies the Renaissance architectural style. The building showcases towers, stained glass and arches.",towers;stained glass;arches,glass;marble;wood,Renaissance
"It is primarily built using plaster, concrete and tile. The building showcases buttresses and arches.",buttresses;arches,plaster;concrete;tile,Neoclassical
"With its use of tile, mosaic and distinctive buttresses, the design stands out. This structure exemplifies the Medieval architectural style.",buttresses;towers;minarets,tile;mosaic,Medieval
"This structure exemplifies the Gothic architectural style. It is primarily built using stone and tile. With its use of stone, tile and distinctive arches, the design stands out.",arches;stained glass,stone;tile,Gothic
"With its use of glass, wood and distinctive balconies, the design stands out. This structure exemplifies the Modernist architectural style. It is primarily built using glass and wood. The building showcases balconies, minarets and arches.",balconies;minarets;arches,glass;wood,Modernist
"The building showcases arches and towers. It is primarily built using marble and tile. With its use of marble, tile and distinctive arches, the design stands out.",arches;towers,marble;tile,Gothic
"It is primarily built using stone, glass and plaster. The building showcases vaults and buttresses. This structure exemplifies the Medieval architectural style.",vaults;buttresses,stone;glass;plaster,Medieval
"It is primarily built using stone, tile and concrete. The building showcases towers and columns. This structure exemplifies the Byzantine architectural style. With its use of stone, tile, concrete and distinctive towers, the design stands out.",towers;columns,stone;tile;concrete,Byzantine
"The building showcases stained glass, columns and balconies. This structure exemplifies the Modernist architectural style.",stained glass;columns;balconies,stone;plaster,Modernist
"This structure exemplifies the Medieval architectural style. The building showcases balconies, stained glass, towers and domes. With its use of concrete, wood and distinctive balconies, the design stands out. It is primarily built using concrete and wood.",balconies;stained glass;towers;domes,concrete;wood,Medieval
"The building showcases columns, buttresses and domes. It is primarily built using plaster, marble and mosaic. This structure exemplifies the Byzantine architectural style.",columns;buttresses;domes,plaster;marble;mosaic,Byzantine
"This structure exemplifies the Modernist architectural style. The building showcases minarets and towers. With its use of concrete, stone and distinctive minarets, the design stands out. It is primarily built using concrete and stone.",minarets;towers,concrete;stone,Modernist
"With its use of wood, stone and distinctive columns, the design stands out. The building showcases columns, domes, balconies and vaults.",columns;domes;balconies;vaults,wood;stone,Gothic
"The building showcases domes, columns, buttresses and vaults. This structure exemplifies the Islamic architectural style. It is primarily built using glass, concrete and wood. With its use of glass, concrete, wood and distinctive domes, the design stands out.",domes;columns;buttresses;vaults,glass;concrete;wood,Islamic
"With its use of plaster, stone and distinctive roofs, the design stands out. It is primarily built using plaster and stone.",roofs;columns;towers,plaster;stone,Renaissance
"The building showcases domes, buttresses and balconies. This structure exemplifies the Byzantine architectural style.",domes;buttresses;balconies,brick;concrete;wood,Byzantine
"With its use of glass, tile, concrete and distinctive buttresses, the design stands out. The building showcases buttresses and domes.",buttresses;domes,glass;tile;concrete,Modernist
"With its use of tile, mosaic and distinctive arches, the design stands out. The building showcases arches and roofs. It is primarily built using tile and mosaic. This structure exemplifies the Islamic architectural style.",arches;roofs,tile;mosaic,Islamic
"The building showcases buttresses, balconies, columns and arches. It is primarily built using brick and mosaic.",buttresses;balconies;columns;arches,brick;mosaic,Gothic
It is primarily built using wood and brick. The building showcases stained glass and arches.,stained glass;arches,wood;brick,Romanesque
"The building showcases stained glass, towers, vaults and arches. This structure exemplifies the Renaissance architectural style. It is primarily built using glass, marble and mosaic. With its use of glass, marble, mosaic and distinctive stained glass, the design stands out.",stained glass;towers;vaults;arches,glass;marble;mosaic,Renaissance
"It is primarily built using glass and stone. The building showcases towers, domes, roofs and vaults. This structure exemplifies the Islamic architectural style. With its use of glass, stone and distinctive towers, the design stands out.",towers;domes;roofs;vaults,glass;stone,Islamic
"This structure exemplifies the Islamic architectural style. The building showcases stained glass, vaults, minarets and balconies. It is primarily built using marble, wood and concrete. With its use of marble, wood, concrete and distinctive stained glass, the design stands out.",stained glass;vaults;minarets;balconies,marble;wood;concrete,Islamic
"The building showcases buttresses, columns, vaults and balconies. With its use of tile, stone, brick and distinctive buttresses, the design stands out.",buttresses;columns;vaults;balconies,tile;stone;brick,Gothic
"The building showcases buttresses, balconies and columns. This structure exemplifies the Islamic architectural style. With its use of brick, marble and distinctive buttresses, the design stands out. It is primarily built using brick and marble.",buttresses;balconies;columns,brick;marble,Islamic
"With its use of marble, glass, wood and distinctive stained glass, the design stands out. The building showcases stained glass and buttresses. It is primarily built using marble, glass and wood. This structure exemplifies the Modernist architectural style.",stained glass;buttresses,marble;glass;wood,Modernist
"It is primarily built using marble, stone and wood. With its use of marble, stone, wood and distinctive minarets, the design stands out. This structure exemplifies the Gothic architectural style. The building showcases minarets and arches.",minarets;arches,marble;stone;wood,Gothic
"The building showcases stained glass and arches. With its use of wood, plaster and distinctive stained glass, the design stands out. This structure exemplifies the Islamic architectural style.",stained glass;arches,wood;plaster,Islamic
"This structure exemplifies the Romanesque architectural style. With its use of marble, brick, tile and distinctive domes, the design stands out. It is primarily built using marble, brick and tile. The building showcases domes, towers, columns and roofs.",domes;towers;columns;roofs,marble;brick;tile,Romanesque
"The building showcases stained glass, towers, buttresses and minarets. It is primarily built using wood, brick and stone. With its use of wood, brick, stone and distinctive stained glass, the design stands out.",stained glass;towers;buttresses;minarets,wood;brick;stone,Medieval
"It is primarily built using plaster and wood. The building showcases arches and minarets. With its use of plaster, wood and distinctive arches, the design stands out. This structure exemplifies the Medieval architectural style.",arches;minarets,plaster;wood,Medieval
"It is primarily built using marble, concrete and plaster. The building showcases domes and minarets.",domes;minarets,marble;concrete;plaster,Modernist
"It is primarily built using glass, plaster and marble. This structure exemplifies the Romanesque architectural style. The building showcases domes and vaults. With its use of glass, plaster, marble and distinctive domes, the design stands out.",domes;vaults,glass;plaster;marble,Romanesque
"It is primarily built using brick, mosaic and tile. With its use of brick, mosaic, tile and distinctive domes, the design stands out.",domes;towers,brick;mosaic;tile,Gothic
"This structure exemplifies the Byzantine architectural style. It is primarily built using marble, concrete and plaster.",vaults;arches;columns,marble;concrete;plaster,Byzantine
"With its use of glass, wood and distinctive balconies, the design stands out. It is primarily built using glass and wood. This structure exemplifies the Medieval architectural style.",balconies;arches;roofs;domes,glass;wood,Medieval
"The building showcases arches, buttresses and roofs. It is primarily built using stone, wood and marble. This structure exemplifies the Romanesque architectural style.",arches;buttresses;roofs,stone;wood;marble,Romanesque
"It is primarily built using concrete and mosaic. The building showcases towers, domes, minarets and arches. This structure exemplifies the Neoclassical architectural style.",towers;domes;minarets;arches,concrete;mosaic,Neoclassical
"With its use of plaster, marble, tile and distinctive towers, the design stands out. The building showcases towers, roofs and columns. This structure exemplifies the Byzantine architectural style.",towers;roofs;columns,plaster;marble;tile,Byzantine
"It is primarily built using brick, mosaic and wood. The building showcases vaults, minarets, columns and balconies. This structure exemplifies the Gothic architectural style.",vaults;minarets;columns;balconies,brick;mosaic;wood,Gothic
"The building showcases domes and arches. With its use of glass, marble and distinctive domes, the design stands out. This structure exemplifies the Romanesque architectural style. It is primarily built using glass and marble.",domes;arches,glass;marble,Romanesque
"It is primarily built using stone, glass and marble. With its use of stone, glass, marble and distinctive minarets, the design stands out. This structure exemplifies the Islamic architectural style. The building showcases minarets and stained glass.",minarets;stained glass,stone;glass;marble,Islamic
"The building showcases minarets, domes and buttresses. It is primarily built using marble and plaster. With its use of marble, plaster and distinctive minarets, the design stands out. This structure exemplifies the Romanesque architectural style.",minarets;domes;buttresses,marble;plaster,Romanesque
This structure exemplifies the Neoclassical architectural style. It is primarily built using mosaic and plaster.,balconies;vaults,mosaic;plaster,Neoclassical
This structure exemplifies the Neoclassical architectural style. The building showcases roofs and columns.,roofs;columns,stone;brick;glass,Neoclassical
"With its use of stone, plaster and distinctive columns, the design stands out. The building showcases columns, minarets and vaults. It is primarily built using stone and plaster. This structure exemplifies the Byzantine architectural style.",columns;minarets;vaults,stone;plaster,Byzantine
"It is primarily built using stone, plaster and wood. With its use of stone, plaster, wood and distinctive stained glass, the design stands out.",stained glass;buttresses;balconies;roofs,stone;plaster;wood,Medieval
"It is primarily built using concrete and mosaic. With its use of concrete, mosaic and distinctive roofs, the design stands out.",roofs;stained glass,concrete;mosaic,Baroque
"With its use of mosaic, stone, glass and distinctive buttresses, the design stands out. This structure exemplifies the Romanesque architectural style. It is primarily built using mosaic, stone and glass.",buttresses;towers;domes,mosaic;stone;glass,Romanesque
"This structure exemplifies the Medieval architectural style. With its use of glass, plaster and distinctive domes, the design stands out. It is primarily built using glass and plaster. The building showcases domes, balconies, arches and roofs.",domes;balconies;arches;roofs,glass;plaster,Medieval
"This structure exemplifies the Medieval architectural style. With its use of stone, marble and distinctive towers, the design stands out. The building showcases towers and balconies. It is primarily built using stone and marble.",towers;balconies,stone;marble,Medieval
It is primarily built using glass and wood. The building showcases buttresses and balconies.,buttresses;balconies,glass;wood,Renaissance
This structure exemplifies the Baroque architectural style. The building showcases buttresses and arches.,buttresses;arches,glass;wood,Baroque
"It is primarily built using glass and mosaic. With its use of glass, mosaic and distinctive towers, the design stands out.",towers;minarets,glass;mosaic,Medieval
"With its use of stone, mosaic, plaster and distinctive buttresses, the design stands out. This structure exemplifies the Renaissance architectural style. It is primarily built using stone, mosaic and plaster. The building showcases buttresses and towers.",buttresses;towers,stone;mosaic;plaster,Renaissance
"With its use of brick, stone, glass and distinctive roofs, the design stands out. The building showcases roofs, minarets, arches and stained glass. It is primarily built using brick, stone and glass. This structure exemplifies the Modernist architectural style.",roofs;minarets;arches;stained glass,brick;stone;glass,Modernist
"With its use of plaster, stone, concrete and distinctive towers, the design stands out. It is primarily built using plaster, stone and concrete.",towers;minarets,plaster;stone;concrete,Modernist
"This structure exemplifies the Neoclassical architectural style. With its use of brick, wood and distinctive vaults, the design stands out.",vaults;stained glass;arches,brick;wood,Neoclassical
"The building showcases columns, stained glass, balconies and vaults. It is primarily built using stone and wood.",columns;stained glass;balconies;vaults,stone;wood,Islamic
"With its use of tile, plaster, marble and distinctive arches, the design stands out. The building showcases arches, roofs and balconies. This structure exemplifies the Byzantine architectural style. It is primarily built using tile, plaster and marble.",arches;roofs;balconies,tile;plaster;marble,Byzantine
"It is primarily built using glass, marble and concrete. The building showcases columns, towers and stained glass.",columns;towers;stained glass,glass;marble;concrete,Neoclassical
"It is primarily built using concrete, glass and plaster. With its use of concrete, glass, plaster and distinctive arches, the design stands out. The building showcases arches and minarets.",arches;minarets,concrete;glass;plaster,Romanesque
"The building showcases stained glass, towers, minarets and domes. With its use of stone, plaster, tile and distinctive stained glass, the design stands out.",stained glass;towers;minarets;domes,stone;plaster;tile,Islamic
"The building showcases stained glass, towers, roofs and vaults. With its use of wood, marble, plaster and distinctive stained glass, the design stands out. This structure exemplifies the Medieval architectural style. It is primarily built using wood, marble and plaster.",stained glass;towers;roofs;vaults,wood;marble;plaster,Medieval
"This structure exemplifies the Byzantine architectural style. The building showcases minarets and towers. With its use of mosaic, concrete and distinctive minarets, the design stands out. It is primarily built using mosaic and concrete.",minarets;towers,mosaic;concrete,Byzantine
"The building showcases arches, stained glass, roofs and balconies. With its use of concrete, wood and distinctive arches, the design stands out.",arches;stained glass;roofs;balconies,concrete;wood,Byzantine
"The building showcases buttresses and minarets. It is primarily built using concrete, brick and tile.",buttresses;minarets,concrete;brick;tile,Byzantine
"It is primarily built using tile and plaster. The building showcases stained glass, vaults and buttresses. With its use of tile, plaster and distinctive stained glass, the design stands out.",stained glass;vaults;buttresses,tile;plaster,Romanesque
"It is primarily built using mosaic, concrete and marble. The building showcases roofs and buttresses. With its use of mosaic, concrete, marble and distinctive roofs, the design stands out. This structure exemplifies the Medieval architectural style.",roofs;buttresses,mosaic;concrete;marble,Medieval
"The building showcases towers, buttresses, minarets and stained glass. This structure exemplifies the Gothic architectural style.",towers;buttresses;minarets;stained glass,wood;concrete,Gothic
"With its use of stone, tile and distinctive towers, the design stands out. It is primarily built using stone and tile. This structure exemplifies the Medieval architectural style. The building showcases towers, stained glass and vaults.",towers;stained glass;vaults,stone;tile,Medieval
